episode_index,building,collector_id,language_instruction,language_instruction_2,language_instruction_3,is_episode_successful,task_index
38248,PennPAL lab,06b0ffa5,Put the marker on the table,Remove the marker from the mug and put it on the table,Remove the blue pen from the mug,true,243
38282,PennPAL lab,06b0ffa5,Take the pen from the white cup and place it on the table,Pick the pen from the cup and put it on the counter,Put the pen in the mug on the counter,true,15145
38346,PennPAL lab,06b0ffa5,Take the blue pen out of the green cup,Remove the pen from the cup and put it on the table,Take the marker out of the green cup and put it on the countertop,true,22218
38477,PennPAL lab,06b0ffa5,Remove the pen from the cup and put it on the base top,Remove the marker from the cup,Take the pen from the cup and place it on the counter,true,22281
38807,PennPAL lab,06b0ffa5,Close the open drawer,Close the drawer,Close the open drawer,true,9
38839,PennPAL lab,06b0ffa5,Close the drawer,Close the drawer,Close the drawer,true,115
38931,PennPAL lab,06b0ffa5,Close the drawer,Close the open drawer,Close the drawer at the left of the oven,true,115
39508,PennPAL lab,06b0ffa5,Put the pen on the countertop,Put the pen on the counter,Put the pen in the mug on the counter,true,7510
39548,PennPAL lab,06b0ffa5,Put the black tape on the brown plate,Put the masking tape on the plate,Pick up the black tape from the table and place it in the plate.,true,22850
39576,PennPAL lab,06b0ffa5,Put the tape on the plate,Take the tape and put it on the plate,Put the black tape on the plate,true,996
39680,PennPAL lab,06b0ffa5,Remove the pen from the mug and put it on the table,Remove the pen from the mug,Remove the pen from the mug and put it on the table,true,3004
39898,PennPAL lab,06b0ffa5,Put the roll of tape of the plate,Put the masking tape on the plate,Put the tape on the plate,true,23035
39934,PennPAL lab,06b0ffa5,Pick up the pen from the black cup and put it on the table.,Remove the marker from the mug and put it on the table,Remove the pen from the black and red mug,true,10313
40073,PennPAL lab,06b0ffa5,Close the open drawer,Close the drawer,Close the open drawer,true,9
40095,PennPAL lab,06b0ffa5,Pick the marker from the cup and put it on the table,Remove the marker from the mug cup and place it on the table,Remove the marker from the black cup and put it on the table,true,1498
40183,PennPAL lab,06b0ffa5,Take the pen out of the mug and put it on the counter,Take the pen from the white cup and place it on the counter top,Remove the black pen from the white and orange mug,true,4775
40248,PennPAL lab,06b0ffa5,Take the pen out of the mug and put it on the counter,Remove the pen from the mug and put it on the countertop,Take the pen out of the mug and put it on the counter,true,4775
40397,PennPAL lab,06b0ffa5,Remove the pen from the black mug and put it on the table,Take the pen out of the mug and put it on the table,Remove the marker from the mug cup and place it on the table,true,23283
40412,PennPAL lab,06b0ffa5,Close the drawer,Close the drawer,Close the kitchen unit top drawer,true,115
40458,PennPAL lab,06b0ffa5,Remove the marker from the cup and place it on the table,Remove the marker from the green cup,Remove the marker from the cup,true,562
40923,PennPAL lab,06b0ffa5,Get the pen in the black mug and put it on the table,Take the pen from the black cup and place it on the table,Remove the grey pen from the red and black mug,true,23559
41135,PennPAL lab,06b0ffa5,Remove the marker from the cup and put it on the counter,Remove the marker from the green cup,Remove the marker from the cup,true,3098
41526,PennPAL lab,06b0ffa5,Put the tape on the plate,Pick up the seal tape from the table and put it on the plate,Put the masking tape on the plate,true,996
41537,PennPAL lab,06b0ffa5,Take the pen out of the cup and place it on the counter,Take the blue marker out of the green cup and put it on the countertop,Remove the marker from the cup and put it on the counter,true,23865
41607,PennPAL lab,06b0ffa5,Take the pen from the white and orange cup and put it on the table,Pick the pen from the cup and put it on the counter,Remove the pen from the mug and put it on the counter,true,23898
41662,PennPAL lab,06b0ffa5,Take the pen out of the black cup and place it on the table,Pick the marker from the cup and put it on the table,Take the marker out of the mug and put it on the table,true,23920
42073,PennPAL lab,06b0ffa5,Remove the blue pen from the green cup,Take the marker out of the cup and place it on the counter,Take the marker from the green cup and place it on the counter,true,24130
42140,PennPAL lab,06b0ffa5,Remove the pen from the mug cup and place it on the table,Put the pen on the table,Pick up the pen from the cup and place it on the table,true,3889
42262,PennPAL lab,06b0ffa5,Place the black masking tape on the white plate,Put the black tape on the plate,Put the tape on the plate,true,10528
42443,PennPAL lab,06b0ffa5,Close the drawer on the left,Close the top drawer of the kitchen unit,Close the drawer,true,19688
42560,PennPAL lab,06b0ffa5,Lift the tap handle,Open the tap,Push the faucet handle upwards,true,24372
42995,PennPAL lab,06b0ffa5,Pick up the the seal tape and put on the plate,Put the roll of tape on the plate,Put the black tape on the plate,true,24588
43159,PennPAL lab,06b0ffa5,Pick up the marker from the cup and place it on the table,Take the blue marker out of the red and black mug and put it on the table,Remove the marker from the cup,true,1620
43271,PennPAL lab,06b0ffa5,Close the top drawer of the cabinet.,Close the drawer,Close the drawer,true,360
43377,PennPAL lab,06b0ffa5,Pick up the pen from the green cup and put it on the table.,Take the marker out of the green cup,Remove the pen from the cup and put it on the table,true,13279
43394,PennPAL lab,06b0ffa5,Close the drawer,Close the drawer,Close the top drawer,true,115
43574,PennPAL lab,06b0ffa5,Put the black masking tape on the plate.,Put the black tape on the plate,Put the masking tape on the plate,true,24894
43668,PennPAL lab,06b0ffa5,Close the open drawer,Close the drawer,Close the top drawer of the file cabinet,true,9
43740,PennPAL lab,06b0ffa5,Remove the pen from the black mug,Remove the pen from the black and red mug,Put the pen on the table,true,4784
43751,PennPAL lab,06b0ffa5,Remove the pen from the cup and put it on the kitchen base table,Remove the pen from the cup,Remove the pen from the cup and put it on the table,true,24974
44029,PennPAL lab,06b0ffa5,Remove the marker from the cup,Take the marker out of the mug and put it on the counter,Remove the pen from mug and place it on the counter,true,172
44031,PennPAL lab,06b0ffa5,Put the marker on the table,Pick up the pen from the cup and put it on the counter,Remove the marker from the cup,true,243
44222,PennPAL lab,06b0ffa5,Close the open drawer,Close the drawer,Close the top drawer of the kitchen unit,true,9
44232,PennPAL lab,06b0ffa5,Put the sharpie on the table,Take out the blue pen from the red and black mug,Remove the blue sharpie from the mug and put it on the table,true,329
44247,PennPAL lab,06b0ffa5,Put the black masking tape on the plate,Pick up the seal tape and put it on the plate,Put the black masking tape on the white plate,true,25223
44668,PennPAL lab,06b0ffa5,Place the marker on the table,Remove the pen from the mug,Take the pen out of the mug and put it on the table,true,811
44718,PennPAL lab,06b0ffa5,Remove the pen from the mug,Pick the pen in the cup and put it on the counter,Remove the pen out of the cup,true,9071
44719,PennPAL lab,06b0ffa5,Remove the marker from the mug cup and place it on the table,Pick up the pen from the cup and put it on the table,Remove the marker from the cup,true,158
45228,PennPAL lab,06b0ffa5,Pick up the masking tape and put it on the plate,Put the tape on the plate,Put the tape on the plate,true,25694
45415,PennPAL lab,06b0ffa5,Put the marker in the cup on the counter,Remove the pen from the cup and place it on the counter,Put the marker in the cup on the counter,true,25787
45490,PennPAL lab,06b0ffa5,Put the marker on the counter,Remove the marker from the cup and put it on the counter,Take the blue pen out of the green cup,true,6434
45563,PennPAL lab,06b0ffa5,Take the pen out of the green cup,Remove the marker from the cup and place it on the table,Get the pen from the green cup and put it on the table,true,6840
45731,PennPAL lab,06b0ffa5,Take the marker out of the cup,Remove the marker from the cup and put it on the counter,Remove the marker from the cup and place it on the counter top,true,4431
45757,PennPAL lab,06b0ffa5,Pour the contents of the orange cup into the pot,Pour all the contents of the orange cup into the pot,Pour the contents of the red cup into the pot,true,25960
45824,PennPAL lab,06b0ffa5,Take the blue pen out of the green cup and place it on the countertop,Pick the marker from the cup and put it on the counter,Remove the marker from the cup,true,26001
45952,PennPAL lab,06b0ffa5,Close the drawer,Close the drawer,Close the drawer,true,115
46091,PennPAL lab,06b0ffa5,Put the pen in the mug on the table,Put the pen on the countertop,Take the pen out of the mug and put it on the table,true,21732
46873,PennPAL lab,06b0ffa5,Remove the pen from the mug cup,Take the marker out of the mug and put it on the table,Remove the pen from the mug cup,true,7709
46991,PennPAL lab,06b0ffa5,Take the black pen out of the mug,Remove the pen from the mug,Put the pen on the counter,true,26600
47011,PennPAL lab,06b0ffa5,Take the pen out of the mug and put it on the table,Remove the marker from the mug cup and place it on the table,Pick up the pen from the cup and place it on the table,true,604
47110,PennPAL lab,06b0ffa5,Remove the blue pen from the green cup and put it on the countertop,Take the marker out of the cup and put it on the counter,Remove the blue pen from the green cup,true,26666
47279,PennPAL lab,06b0ffa5,Remove the marker from the mug.,Take the black pen out of the mug and put it on the countertop,Remove the pen from the cup and put it on the table,true,1947
47293,PennPAL lab,06b0ffa5,Take the pen out of the mug and put it on the counter,Remove the marker from the mug cup and place it on the counter top,Pick the marker from the cup and put it on the table,true,4775
47391,PennPAL lab,06b0ffa5,Remove the pen from the cup and put it on the counter,Remove the marker from the green cup,Remove the marker from the cup,true,26805
47665,PennPAL lab,06b0ffa5,Remove the pen from the cup and put it on the table,Remove the pen from the mug,Pick up the pen from the cup and put it on the table,true,1720
47680,PennPAL lab,06b0ffa5,Close the drawer fully,Close the left drawer,Close the top drawer at the left of the oven,true,12825
47900,PennPAL lab,06b0ffa5,Put the pen near the mouse,Remove the pen from the mug cup and place it on the table,Remove the pen from the mug,true,27067
